CVE ID,Description,Severity,Attack Complexity,Attack Vector,CWE ID,References,Attack Type,Mitigation Strategy
CVE-2024-20531,"A vulnerability in the API of Cisco ISE could allow an authenticated, remote attacker to read arbitrary files on the underlying operating system of an affected device and conduct a server-side request forgery (SSRF) attack through an affected device. To exploit this vulnerability, the attacker would need valid Super Admin credentials.

This vulnerability is due to improper handling of XML External Entity (XXE) entries when parsing XML input. An attacker could exploit this vulnerability by sending a crafted API request to an affected device. A successful exploit could allow the attacker to read arbitrary files on the underlying operating system or conduct an SSRF attack through the affected device.",MEDIUM,LOW,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:C/C:L/I:L/A:N,CWE-611,https://sec.cloudapps.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-ise-multi-vuln-DBQdWRy,External SSRF,Disable XML external entity (XXE) processing to prevent SSRF exploitation
CVE-2024-46947,Northern.tech Mender before 3.6.6 and 3.7.x before 3.7.7 allows SSRF.,MEDIUM,LOW,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:N,CWE-918,https://mender.io/blog/cve-2024-46947-cve-2024-47190-ssrf-issues-in-mender-enterprise-server,External SSRF,"Restrict internal network access, validate user input, use allowlists for URLs"
CVE-2024-47190,Northern.tech Hosted Mender before 2024.07.11 allows SSRF.,LOW,LOW,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:L/I:N/A:N,CWE-918,https://mender.io/blog/cve-2024-46947-cve-2024-47190-ssrf-issues-in-mender-enterprise-server,External SSRF,"Restrict internal network access, validate user input, use allowlists for URLs"
CVE-2024-11168,"The urllib.parse.urlsplit() and urlparse() functions improperly validated bracketed hosts (`[]`), allowing hosts that weren't IPv6 or IPvFuture. This behavior was not conformant to RFC 3986 and potentially enabled SSRF if a URL is processed by more than one URL parser.",LOW,HIGH,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:L/A:N,CWE-918,"https://github.com/python/cpython/commit/29f348e232e82938ba2165843c448c2b291504c5, https://github.com/python/cpython/commit/634ded45545ce8cbd6fd5d49785613dd7fa9b89e, https://github.com/python/cpython/commit/b2171a2fd41416cf68afd67460578631d755a550, https://github.com/python/cpython/commit/ddca2953191c67a12b1f19d6bca41016c6ae7132, https://github.com/python/cpython/issues/103848, https://github.com/python/cpython/pull/103849, https://mail.python.org/archives/list/security-announce@python.org/thread/XPWB6XVZ5G5KGEI63M4AWLIEUF5BPH4T/",External SSRF,"Restrict internal network access, validate user input, use allowlists for URLs"
CVE-2021-3742,"A Server-Side Request Forgery (SSRF) vulnerability was discovered in chatwoot/chatwoot, affecting all versions prior to 2.5.0. The vulnerability allows an attacker to upload an SVG file containing a malicious SSRF payload. When the SVG file is used as an avatar and opened in a new tab, it can trigger the SSRF, potentially leading to host redirection.",HIGH,LOW,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,CWE-918,"https://github.com/chatwoot/chatwoot/commit/6fdd4a29969be8423f31890b807d27d13627c50c, https://huntr.com/bounties/1625472546121-chatwoot/chatwoot",External SSRF,"Restrict internal network access, validate user input, use allowlists for URLs"
CVE-2021-3902,"An improper restriction of external entities (XXE) vulnerability in dompdf/dompdf's SVG parser allows for Server-Side Request Forgery (SSRF) and deserialization attacks. This issue affects all versions prior to 2.0.0. The vulnerability can be exploited even if the isRemoteEnabled option is set to false. It allows attackers to perform SSRF, disclose internal image files, and cause PHAR deserialization attacks.",CRITICAL,LOW,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CWE-611,"https://github.com/dompdf/dompdf/commit/f56bc8e40be6c0ae0825e6c7396f4db80620b799, https://huntr.com/bounties/a6071c07-806f-429a-8656-a4742e4191b1",Internal SSRF,Disable XML external entity (XXE) processing to prevent SSRF exploitation
CVE-2024-52598,"2FAuth is a web app to manage Two-Factor Authentication (2FA) accounts and generate their security codes. Two interconnected vulnerabilities exist in version 5.4.1 a SSRF and URI validation bypass issue. The endpoint at POST /api/v1/twofaccounts/preview allows setting a remote URI to retrieve the image of a 2fa site. By abusing this functionality, it is possible to force the application to make a GET request to an arbitrary URL, whose content will be stored in an image file in the server if it looks like an image. Additionally, the library does some basic validation on the URI, attempting to filter our URIs which do not have an image extension. However, this can be easily bypassed by appending the string `#.svg` to the URI. The combination of these two issues allows an attacker to retrieve URIs accessible from the application, as long as their content type is text based. If not, the request is still sent, but the response is not reflected to the attacker. Version 5.4.1 fixes the issues.",HIGH,LOW,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,CWE-79,https://github.com/Bubka/2FAuth/security/advisories/GHSA-xwxc-w7v3-2p4j,External SSRF,Implement strict cross-site scripting (XSS) prevention mechanisms
CVE-2024-32965,"Lobe Chat is an open-source, AI chat framework. Versions of lobe-chat prior to 1.19.13 have an unauthorized ssrf vulnerability. An attacker can construct malicious requests to cause SSRF without logging in, attack intranet services, and leak sensitive information. The jwt token header X-Lobe-Chat-Auth strored proxy address and OpenAI API Key, can be modified to scan an internal network in the target lobe-web environment. This issue has been addressed in release version 1.19.13 and all users are advised to upgrade. There are no known workarounds for this vulnerability.",HIGH,HIGH,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:C/C:H/I:L/A:L,CWE-918,"https://github.com/lobehub/lobe-chat/commit/e960a23b0c69a5762eb27d776d33dac443058faf, https://github.com/lobehub/lobe-chat/security/advisories/GHSA-2xcc-vm3f-m8rw",Internal SSRF,"Restrict internal network access, validate user input, use allowlists for URLs"
CVE-2024-35451,LinkStack 2.7.9 through 4.7.7 allows resources\views\components\favicon.blade.php link SSRF.,MEDIUM,LOW,CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:C/C:L/I:L/A:N,CWE-918,https://datafarm.co.th/blog/CVE-2024-35451:-From-%28Authenticated%29-SSRF-to-Remote-Code-Execution,External SSRF,"Restrict internal network access, validate user input, use allowlists for URLs"
CVE-2023-50913,Oxide control plane software before 5 allows SSRF.,CRITICAL,LOW,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N,CWE-918,"https://docs.oxide.computer/security/advisories/20231215-1, https://oxide.computer",External SSRF,"Restrict internal network access, validate user input, use allowlists for URLs"
CVE-2024-9624,"The WP All Import Pro plugin for WordPress is vulnerable to Server-Side Request Forgery in all versions up to, and including, 4.9.3 due to missing SSRF protection on the pmxi_curl_download function. This makes it possible for authenticated attackers, with Administrator-level access and above, to make web requests to arbitrary locations originating from the web application and can be used to query and modify information from internal services. On cloud platforms, it might allow attackers to read the Instance metadata.",HIGH,LOW,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:C/C:H/I:L/A:N,CWE-918,"https://www.wordfence.com/threat-intel/vulnerabilities/id/eabde2e7-5cd4-4c3e-959a-69e04f6350d3?source=cve, https://www.wpallimport.com",Internal SSRF,"Restrict internal network access, validate user input, use allowlists for URLs"
CVE-2024-52579,"Misskey is an open source, federated social media platform. Some APIs using `HttpRequestService` do not properly check the target host. This vulnerability allows an attacker to send POST or GET requests to the internal server, which may result in a SSRF attack.It allows an attacker to send POST or GET requests (with some controllable URL parameters) to private IPs, enabling further attacks on internal servers. This issue has been addressed in version 2024.11.0-alpha.3. Users are advised to upgrade. There are no known workarounds for this vulnerability.",MEDIUM,LOW,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:L/I:L/A:N,CWE-20,https://github.com/misskey-dev/misskey/security/advisories/GHSA-5q3h-wpfw-hjjw,Internal SSRF,Implement strict input validation to prevent unexpected behavior
CVE-2024-10903,"The Broken Link Checker WordPress plugin before 2.4.2 does not validate a the link URLs before making a request to them, which could allow admin users to perform SSRF attack, for example on a multisite installation.",MEDIUM,LOW,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:L/I:L/A:L,N/A,"https://wpscan.com/vulnerability/39027390-ce01-4dd5-a979-426785aa7acb/, https://wpscan.com/vulnerability/39027390-ce01-4dd5-a979-426785aa7acb/",External SSRF,"General SSRF Mitigation: Validate and sanitize all URLs, restrict network access, and enforce security controls."
CVE-2024-56324,"GoCD is a continuous deliver server. GoCD versions prior to 24.4.0 can allow GoCD ""group admins"" to abuse ability to edit the raw XML configuration for groups they administer to trigger XML External Entity (XXE) injection on the GoCD server. Theoretically, the XXE vulnerability can result in additional attacks such as SSRF, information disclosure from the GoCD server, and directory traversal, although these additional attacks have not been explicitly demonstrated as exploitable. This issue is fixed in GoCD 24.5.0. Some workarounds are available. One may temporarily block access to  `/go/*/pipelines/snippet` routes from an external reverse proxy or WAF if one's ""group admin"" users do not need the functionality to edit the XML of pipelines directly (rather than using the UI, or using a configuration repository). One may also prevent external access from one's GoCD server to arbitrary locations using some kind of environment egress control.",N/A,N/A,N/A,CWE-611,"https://github.com/gocd/gocd/commit/410331a97eb2935e04c1372f50658e05c533f733, https://github.com/gocd/gocd/releases/tag/24.5.0, https://github.com/gocd/gocd/security/advisories/GHSA-3w9f-fgr5-5g78, https://www.gocd.org/releases/#24-5-0",External SSRF,Disable XML external entity (XXE) processing to prevent SSRF exploitation
CVE-2024-35532,"An XML External Entity (XXE) injection vulnerability in Intersec Geosafe-ea 2022.12, 2022.13, and 2022.14 allows attackers to perform arbitrary file reading under the privileges of the running process, make SSRF requests, or cause a Denial of Service (DoS) via unspecified vectors.",CRITICAL,LOW,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:H,CWE-125,"https://github.com/post-cyberlabs/CVE-Advisory/blob/main/CVE-2024-35532.pdf, https://intersec.com/public-safety",External SSRF,Prevent out-of-bounds read attacks in memory manipulation
CVE-2024-6155,"The Greenshift – animation and page builder blocks plugin for WordPress is vulnerable to Authenticated (Subscriber+) Server-Side Request Forgery and Stored Cross Site Scripting in all versions up to, and including, 9.0.0 due to a missing capability check in the greenshift_download_file_localy function, along with no SSRF protection and sanitization on uploaded SVG files. This makes it possible for authenticated attackers, with Subscriber-level access and above, to make web requests to arbitrary locations originating from the web application that can also be leveraged to download malicious SVG files containing Cross-Site Scripting payloads to the server. On Cloud-based servers, attackers could retrieve the instance metadata. The issue was partially patched in version 8.9.9 and fully patched in version 9.0.1.",MEDIUM,LOW,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:L/I:L/A:N,CWE-862,"https://plugins.trac.wordpress.org/browser/greenshift-animation-and-page-builder-blocks/tags/8.9.8/settings.php#L1385, https://www.wordfence.com/threat-intel/vulnerabilities/id/fe3cfaf4-67c8-47af-bd58-e8ad27a03fae?source=cve",Internal SSRF,Enforce proper access control and authentication
CVE-2024-55892,"TYPO3 is a free and open source Content Management Framework. Applications that use `TYPO3\CMS\Core\Http\Uri` to parse externally provided URLs (e.g., via a query parameter) and validate the host of the parsed URL may be vulnerable to open redirect or SSRF attacks if the URL is used after passing the validation checks. Users are advised to update to TYPO3 versions 9.5.49 ELTS, 10.4.48 ELTS, 11.5.42 LTS, 12.4.25 LTS, 13.4.3 which fix the problem described. There are no known workarounds for this vulnerability.",MEDIUM,HIGH,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:L/A:N,CWE-601,"https://github.com/TYPO3/typo3/security/advisories/GHSA-2fx5-pggv-6jjr, https://typo3.org/security/advisory/typo3-core-sa-2025-002",External SSRF,"Prevent open redirects to untrusted domains, implement URL allowlists"
CVE-2025-23221,"Fedify is a TypeScript library for building federated server apps powered by ActivityPub and other standards. This vulnerability allows a user to maneuver the Webfinger mechanism to perform a GET request to any internal resource on any Host, Port, URL combination regardless of present security mechanisms, and forcing the victim’s server into an infinite loop causing Denial of Service. Moreover, this issue can also be maneuvered into performing a Blind SSRF attack. This vulnerability is fixed in 1.0.14, 1.1.11, 1.2.11, and 1.3.4.",MEDIUM,HIGH,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:C/C:L/I:N/A:L,CWE-835,"https://github.com/dahlia/fedify/commit/8be3c2038eebf4ae12481683a1e809b314be3151, https://github.com/dahlia/fedify/commit/c505eb82fcd6b5b17174c6659c29721bc801ab9a, https://github.com/dahlia/fedify/commit/e921134dd5097586e4563ea80b9e8d1b5460a645, https://github.com/dahlia/fedify/security/advisories/GHSA-c59p-wq67-24wx",Internal SSRF,Prevent infinite loops and excessive resource consumption
